loss,accuracy,val_loss,val_accuracy
10.28498649597168,0.3156779706478119,662.4886474609375,0.10000000149011612
1.9832401275634766,0.4894067943096161,111.6865005493164,0.20000000298023224
1.6126717329025269,0.5635592937469482,24.309263229370117,0.25999999046325684
1.3761963844299316,0.6091101765632629,14.248922348022461,0.47999998927116394
1.161031723022461,0.6472457647323608,3.2689409255981445,0.47999998927116394
1.166845440864563,0.6747881174087524,0.980794370174408,0.6800000071525574
1.0813138484954834,0.7097457647323608,0.7812560796737671,0.7400000095367432
1.1206412315368652,0.695974588394165,1.303824782371521,0.5799999833106995
1.0912673473358154,0.7044491767883301,1.2892004251480103,0.5799999833106995
0.8784759044647217,0.7521186470985413,0.7865755558013916,0.7599999904632568
0.7095645070075989,0.7902542352676392,0.6439347267150879,0.7799999713897705
0.6837969422340393,0.7828390002250671,0.3784070611000061,0.8199999928474426
0.5507035851478577,0.8347457647323608,0.5497124791145325,0.800000011920929
0.5559262633323669,0.8336864113807678,2.0363922119140625,0.5600000023841858
0.47856956720352173,0.8601694703102112,0.9638014435768127,0.7799999713897705
0.4787387251853943,0.8485169410705566,0.6353535652160645,0.800000011920929
0.457661896944046,0.8771186470985413,0.9280415177345276,0.800000011920929
0.6026774048805237,0.8315678238868713,0.48914390802383423,0.8600000143051147
0.5276272892951965,0.8495762944221497,0.5916827917098999,0.8199999928474426
0.5496053099632263,0.8728813529014587,2.4888768196105957,0.6399999856948853
0.5702681541442871,0.8495762944221497,3.091762065887451,0.6000000238418579
0.5046870112419128,0.8718220591545105,1.6553066968917847,0.7200000286102295
0.7144993543624878,0.8400423526763916,3.0341925621032715,0.5799999833106995
0.446999192237854,0.8908898234367371,0.865296483039856,0.8399999737739563
0.3704991340637207,0.8961864113807678,1.2412714958190918,0.7799999713897705
0.4244019389152527,0.8993644118309021,1.723517894744873,0.7799999713897705
0.48711004853248596,0.8887711763381958,1.1952823400497437,0.7799999713897705
0.681343674659729,0.8792372941970825,2.331141948699951,0.7400000095367432
0.5537778735160828,0.8930084705352783,2.1402535438537598,0.7200000286102295
0.7647566199302673,0.8495762944221497,1.085799217224121,0.8199999928474426
