loss,accuracy,val_loss,val_accuracy
363.5936279296875,0.11758474260568619,2.2936978340148926,0.10000000149011612
2.2231860160827637,0.14512711763381958,2.2180631160736084,0.18000000715255737
2.2547521591186523,0.16101695597171783,2.1680097579956055,0.20000000298023224
2.2468061447143555,0.15572033822536469,2.308051824569702,0.10000000149011612
2.3036680221557617,0.10593220591545105,2.304480791091919,0.10000000149011612
2.2994189262390137,0.12711864709854126,2.3086748123168945,0.07999999821186066
2.2621772289276123,0.1663135588169098,2.3715059757232666,0.11999999731779099
2.292001247406006,0.13029660284519196,2.306715965270996,0.10000000149011612
2.269304037094116,0.13983051478862762,2.321586847305298,0.1599999964237213
2.176934003829956,0.18326270580291748,2.2018020153045654,0.14000000059604645
1.9962292909622192,0.23834745585918427,1.9413015842437744,0.3199999928474426
1.9457995891571045,0.26906779408454895,1.8253588676452637,0.30000001192092896
1.6473724842071533,0.409957617521286,1.3955410718917847,0.47999998927116394
1.4521290063858032,0.47351694107055664,1.659981369972229,0.41999998688697815
1.2632633447647095,0.5762711763381958,1.3216766119003296,0.5400000214576721
1.083260416984558,0.6292372941970825,1.6294488906860352,0.46000000834465027
0.8187242746353149,0.7341101765632629,2.0103049278259277,0.5
0.5407259464263916,0.8241525292396545,2.1651525497436523,0.46000000834465027
0.35016411542892456,0.8972457647323608,2.228731155395508,0.5199999809265137
0.3127151429653168,0.8972457647323608,3.102268934249878,0.4399999976158142
0.41928520798683167,0.8644067645072937,2.786163330078125,0.46000000834465027
0.2333253175020218,0.9279661178588867,3.4340298175811768,0.5
0.2782779932022095,0.9258474707603455,3.146773338317871,0.5199999809265137
0.08732739090919495,0.9745762944221497,4.741786479949951,0.4399999976158142
0.08893273025751114,0.9788135886192322,4.615508556365967,0.5199999809265137
0.2765107750892639,0.9406779408454895,3.0494580268859863,0.5799999833106995
0.13091856241226196,0.9586864113807678,3.374035596847534,0.46000000834465027
0.1577773541212082,0.9629237055778503,2.5692620277404785,0.5400000214576721
0.09828460961580276,0.9724576473236084,2.9524872303009033,0.5
0.022284748032689095,0.992584764957428,3.7455339431762695,0.5
